"","x","y","real_class"
"1",1.56184118287638,9.46368767437525,"a"
"2",1.62267833063379,9.37348250998184,"a"
"3",0.194086790084839,9.09230538411066,"a"
"4",1.82431156281382,9.97625738498755,"a"
"5",0.237859332002699,9.47778866114095,"a"
"6",1.26097148982808,9.97077987878583,"a"
"7",0.241188167594373,9.45721965725534,"a"
"8",1.06562815699726,9.0561311529018,"a"
"9",1.91693115280941,9.31673801667057,"a"
"10",0.687437959481031,9.94217961630784,"a"
"11",1.29625174542889,9.46558455121703,"a"
"12",1.30994414817542,9.34998274431564,"a"
"13",1.76142900669947,9.0557757394854,"a"
"14",1.27725057443604,9.29515262437053,"a"
"15",0.0259820003993809,9.24079115828499,"a"
"16",5.74968440644443,0.798439772799611,"b"
"17",5.10825073020533,-0.529323854483664,"b"
"18",6.40253143385053,0.224810657091439,"b"
"19",5.17927697347477,2.9559365240857,"b"
"20",5.42134666536003,2.57604074385017,"b"
"21",4.43215700192377,-4.5996535345912,"c"
"22",4.95293868496083,-4.66311718337238,"c"
"23",4.97423274023458,-3.45726659847423,"c"
"24",3.27346676425077,-3.53043284732848,"c"
"25",2.23991520679556,-4.21074997121468,"c"
